LatO,LongO,LatD,LongD
40.778259,-73.956421,40.746479,-74.00106
40.731071,-73.985825,40.672459,-73.974648
40.789421,-73.954384,40.74453,-73.978912
40.773521,-73.985397,40.804218,-73.937576
40.743996,-73.923569,40.7579,-73.966217
40.730885,-73.985855,40.75518,-74.000504
40.753265,-73.985382,40.801662,-73.959244
40.741711,-73.978172,40.743111,-73.91993
40.725712,-73.994331,40.779762,-73.953163
40.799164,-73.941505,40.791973,-73.974205
40.756241,-73.983452,40.744869,-73.918549
40.709572,-74.015228,40.755829,-74.00222
40.723339,-73.991211,40.715599,-73.958519
40.724781,-73.997375,40.776943,-73.979004
40.751293,-73.9403,40.738304,-73.98082
40.778702,-73.953606,40.756092,-73.990807
40.729721,-73.978668,40.749668,-73.991623
40.764996,-73.985016,40.736694,-73.953888
40.740913,-74.005417,40.791428,-73.973579
40.747288,-73.986465,40.755955,-73.929245
40.792084,-73.964439,40.757301,-73.978065
40.755604,-73.967796,40.72213,-73.98658
40.748524,-73.992569,40.773216,-73.961143
40.741291,-74.005043,40.767151,-73.989998
40.73727,-73.992752,40.704269,-74.011787
40.762245,-73.968201,40.735363,-73.989899
40.704418,-74.008423,40.723518,-73.985023
40.795757,-73.961746,40.788082,-73.938118
40.644646,-73.782051,40.663944,-73.736549
40.728359,-73.981789,40.74855,-73.988647
40.804626,-73.955284,40.773949,-73.98143
40.793282,-73.940567,40.753109,-73.970215
40.79195,-73.945396,40.765289,-73.96402
40.763603,-73.928612,40.749519,-73.972771
40.725826,-73.986549,40.786858,-73.941978
40.785969,-73.951187,40.740608,-73.97625
40.743652,-73.914536,40.773499,-73.95974
40.752972,-73.972885,40.760231,-73.933113
40.74295,-73.984627,40.769318,-73.965385
40.72961,-74.002037,40.758518,-73.981598
40.774632,-73.961166,40.749165,-73.994041
40.729519,-73.990059,40.771137,-73.979813
40.6446,-73.782021,40.667217,-73.79937
40.725918,-73.989594,40.749649,-73.992264
40.759144,-73.964943,40.760429,-73.938431
40.775028,-73.95388,40.749668,-73.991753
40.75079,-73.990715,40.766544,-73.9589
40.779629,-73.981659,40.75034,-73.994652
40.788582,-73.955162,40.750389,-73.98996
40.728615,-73.989624,40.709873,-73.962189
40.786018,-73.951012,40.785309,-73.97905
40.71833,-73.988197,40.714539,-73.942719
40.777302,-73.946198,40.751431,-73.977264
40.78056,-73.946617,40.757801,-73.965012
40.803661,-73.937843,40.775555,-73.928864
40.797005,-73.9701,40.750439,-73.990967
40.76128,-73.930458,40.759701,-73.98658
40.74168,-73.993736,40.763447,-73.994942
40.751984,-73.932251,40.746624,-73.989868
40.72731,-74.003418,40.769909,-73.966873
40.802483,-73.938904,40.784576,-73.970032
40.719578,-73.98774,40.71225,-73.957169
40.756241,-73.989647,40.763222,-73.956291
40.697227,-73.931961,40.706738,-73.960167
40.75988,-73.996368,40.711842,-74.010208
40.760025,-73.93161,40.719959,-73.955582
40.769958,-73.954437,40.802586,-73.933815
40.732861,-73.981506,40.784176,-73.948212
40.792542,-73.96698,40.762562,-73.972771
40.780312,-73.952728,40.762131,-73.988251
40.665203,-73.924706,40.644444,-73.943069
40.79398,-73.972389,40.75396,-73.980209
40.724213,-73.985085,40.761562,-73.979446
40.767139,-73.982384,40.73122,-73.982849
40.727966,-73.999397,40.699764,-73.990685
40.719238,-73.98983,40.744053,-73.973137
40.764809,-73.982407,40.785934,-73.948563
40.67791,-73.972939,40.704193,-73.933678
40.677212,-73.927528,40.684341,-73.97773
40.862789,-73.905533,40.865147,-73.899284
40.715488,-74.007355,40.748993,-73.99218
